130 8385
77 119 116
77 120 363
77 121 585
77 122 483
77 123 189
77 124 421
77 125 676
77 126 529
77 127 297
77 128 490
77 129 410
77 130 405
78 79 501
78 80 262
78 81 595
78 82 754
78 83 171
78 84 717
78 85 131
78 86 698
78 87 571
78 88 655
78 89 591
78 90 116
78 91 536
78 92 514
78 93 247
78 94 620
78 95 516
78 96 204
78 97 605
78 98 639
78 99 606
78 100 474
78 101 816
78 102 376
78 103 644
78 104 504
78 105 288
78 106 415
78 107 525
78 108 170
78 109 470
78 110 605
78 111 831
78 112 265
78 113 698
78 114 159
78 115 236
78 116 498
78 117 242
78 118 280
78 119 743
78 120 393
78 121 63
78 122 261
78 123 830
78 124 551
78 125 124
78 126 127
78 127 495
78 128 315
78 129 514
78 130 288
79 80 246
79 81 94
79 82 263
79 83 405
79 84 250
79 85 563
79 86 514
79 87 81
79 88 461
79 89 147
79 90 533
79 91 294
79 92 133
79 93 263
79 94 152
79 95 21
79 96 405
79 97 337
79 98 228
79 99 209
79 100 82
79 101 316
79 102 420
79 103 142
79 104 213
79 105 403
79 106 136
79 107 240
79 108 346
79 109 427
79 110 189
79 111 330
79 112 397
79 113 242
79 114 371
79 115 457
79 116 36
79 117 372
79 118 226
79 119 259
79 120 229
79 121 438
79 122 336
79 123 328
79 124 390
79 125 539
79 126 385
79 127 251
79 128 385
79 129 368
79 130 281
80 81 341
80 82 508
80 83 164
80 84 455
80 85 317
80 86 516
80 87 323
80 88 465
80 89 329
80 90 287
80 91 384
80 92 296
80 93 92
80 94 358
80 95 259
80 96 240
80 97 382
80 98 382
80 99 395
80 100 211
80 101 562
80 102 353
80 103 388
80 104 259
80 105 207
80 106 200
80 107 286
80 108 99
80 109 328
80 110 346
80 111 575
80 112 190
80 113 436
80 114 125
80 115 235
80 116 238
80 117 156
80 118 20
80 119 481
80 120 237
80 121 199
80 122 210
80 123 574
80 124 363
80 125 292
80 126 140
80 127 264
80 128 206
80 129 327
80 130 91
81 82 171
81 83 499
81 84 197
81 85 658
81 86 543
81 87 40
81 88 492
81 89 143
81 90 628
81 91 309
81 92 153
81 93 354
81 94 123
81 95 84
81 96 487
81 97 365
81 98 218
81 99 181
81 100 156
81 101 221
81 102 479
81 103 49
81 104 262
81 105 490
81 106 207
81 107 283
81 108 441
81 109 492
81 110 188
81 111 236
81 112 486
81 113 200
81 114 466
81 115 547
81 116 110
81 117 464
81 118 321
81 119 190
81 120 290
81 121 532
81 122 415
81 123 234
81 124 438
81 125 633
81 126 480
81 127 304
81 128 470
81 129 422
81 130 372
82 83 669
82 84 249
82 85 825
82 86 666
82 87 185
82 88 620
82 89 278
82 90 795
82 91 356
82 92 254
82 93 507
82 94 242
82 95 256
82 96 623
82 97 496
82 98 327
82 99 202
82 100 327
82 101 82
82 102 574
82 103 134
82 104 418
82 105 662
82 106 344
82 107 433
82 108 607
82 109 652
82 110 314
82 111 118
82 112 657
82 113 269
82 114 633
82 115 719
82 116 282
82 117 635
82 118 487
82 119 207
82 120 404
82 121 692
82 122 546
82 123 113
82 124 585
82 125 801
82 126 644
82 127 460
82 128 641
82 129 574
82 130 543
83 84 584
83 85 164
83 86 526
83 87 484
83 88 483
83 89 461
83 90 136
83 91 533
83 92 460
83 93 215
83 94 495
83 95 415
83 96 284
83 97 439
83 98 496
83 99 559
83 100 355
83 101 718
83 102 445
83 103 544
83 104 352
83 105 118
83 106 362
83 107 369
83 108 81
83 109 299
83 110 466
83 111 727
83 112 95
83 113 562
83 114 51
83 115 90
83 116 391
83 117 71
83 118 185
83 119 618
83 120 382
83 121 132
83 122 300
83 123 727
83 124 380
83 125 139
83 126 80
83 127 336
83 128 144
83 129 344
83 130 138
84 85 749
84 86 427
84 87 237
84 88 387
84 89 125
84 90 721
84 91 506
84 92 350
84 93 499
84 94 100
84 95 229
84 96 650
84 97 272
84 98 106
84 99 370
84 100 245
84 101 226
84 102 668
84 103 169
84 104 248
84 105 535
84 106 386
84 107 247
84 108 548
84 109 465
84 110 122
84 111 206
84 112 539
84 113 27
84 114 566
84 115 605
84 116 234
84 117 530
84 118 437
84 119 50
84 120 477
84 121 654
84 122 584
84 123 210
84 124 375
84 125 724
84 126 591
84 127 282
84 128 507
84 129 376
84 130 446
85 86 651
85 87 640
85 88 615
85 89 625
85 90 29
85 91 648
85 92 602
85 93 337
85 94 660
85 95 575
85 96 332
85 97 590
85 98 660
85 99 699
85 100 518
85 101 879
85 102 505
85 103 704
85 104 514
85 105 245
85 106 502
85 107 529
85 108 218
85 109 419
85 110 630
85 111 889
85 112 229
85 113 727
85 114 192
85 115 173
85 116 552
85 117 224
85 118 338
85 119 783
85 120 499
85 121 162
85 122 381
85 123 888
85 124 516
85 125 25
85 126 184
85 127 495
85 128 277
85 129 483
85 130 303
86 87 568
86 88 53
86 89 400
86 90 633
86 91 803
86 92 647
86 93 606
86 94 429
86 95 499
86 96 754
86 97 178
86 98 338
86 99 716
86 100 438
86 101 654
86 102 860
86 103 548
86 104 304
86 105 412
86 106 612
86 107 275
86 108 552
86 109 232
86 110 357
86 111 633
86 112 433
86 113 402
86 114 547
86 115 478
86 116 477
86 117 455
86 118 515
86 119 477
86 120 698
86 121 653
86 122 725
86 123 637
86 124 153
86 125 631
86 126 587
86 127 274
86 128 383
86 129 190
86 130 436
87 88 516
87 89 173
87 90 610
87 91 270
87 92 112
87 93 326
87 94 158
87 95 81
87 96 454
87 97 390
87 98 251
87 99 150
87 100 158
87 101 245
87 102 440
87 103 83
87 104 278
87 105 485
87 106 172
87 107 301
87 108 422
87 109 502
87 110 219
87 111 265
87 112 478
87 113 239
87 114 448
87 115 538
87 116 109
87 117 454
87 118 302
87 119 230
87 120 251
87 121 508
87 122 380
87 123 262
87 124 456
87 125 616
87 126 459
87 127 318
87 128 467
87 129 437
87 130 362
88 89 351
88 90 596
88 91 749
88 92 593
88 93 555
88 94 382
88 95 447
88 96 704
88 97 127
88 98 293
88 99 665
88 100 384
88 101 613
88 102 808
88 103 500
88 104 251
88 105 373
88 106 558
88 107 221
88 108 505
88 109 198
88 110 308
88 111 593
88 112 393
88 113 361
88 114 502
88 115 442
88 116 424
88 117 412
88 118 463
88 119 437
88 120 644
88 121 608
88 122 673
88 123 597
88 124 105
88 125 595
88 126 541
88 127 220
88 128 342
88 129 142
88 130 387
89 90 597
89 91 434
89 92 271
89 93 377
89 94 39
89 95 126
89 96 531
89 97 224
89 98 81
89 99 322
89 100 121
89 101 292
89 102 565
89 103 149
89 104 144
89 105 419
89 106 281
89 107 155
89 108 423
89 109 377
89 110 46
89 111 287
89 112 421
89 113 107
89 114 441
89 115 487
89 116 121
89 117 409
89 118 312
89 119 157
89 120 376
89 121 528
89 122 469
89 123 288
89 124 307
89 125 600
89 126 466
89 127 185
89 128 393
89 129 296
89 130 322
90 91 621
90 92 573
90 93 308
90 94 631
90 95 545
90 96 311
90 97 567
90 98 632
90 99 670
90 100 488
90 101 849
90 102 484
90 103 674
90 104 487
90 105 223
90 106 472
90 107 503
90 108 188
90 109 401
90 110 602
90 111 860
90 112 206
90 113 699
90 114 162
90 115 154
90 116 522
90 117 198
90 118 308
90 119 754
90 120 471
90 121 138
90 122 356
90 123 859
90 124 495
90 125 8
90 126 154
90 127 469
90 128 255
90 129 461
90 130 275
91 92 163
91 93 319
91 94 427
91 95 312
91 96 348
91 97 629
91 98 516
91 99 154
91 100 365
91 101 438
91 102 236
91 103 341
91 104 498
91 105 591
91 106 200
91 107 528
91 108 453
91 109 680
91 110 479
91 111 473
91 112 575
91 113 509
91 114 483
91 115 616
91 116 328
91 117 540
91 118 369
91 119 493
91 120 151
91 121 487
91 122 276
91 123 468
91 124 669
91 125 628
91 126 472
91 127 531
91 128 587
91 129 641
91 130 467
92 93 268
92 94 265
92 95 150
92 96 369
92 97 471
92 98 353
92 99 99
92 100 210
92 101 329
92 102 331
92 103 192
92 104 344
92 105 488
92 106 100
92 107 372
92 108 387
92 109 545
92 110 316
92 111 357
92 112 477
92 113 350
92 114 416
92 115 529
92 116 169
92 117 446
92 118 276
92 119 343
92 120 150
92 121 455
92 122 292
92 123 353
92 124 519
92 125 579
92 126 418
92 127 380
92 128 477
92 129 495
92 130 361
93 94 399
93 95 281
93 96 158
93 97 464
93 98 442
93 99 363
93 100 256
93 101 572
93 102 261
93 103 403
93 104 335
93 105 288
93 106 168
93 107 364
93 108 134
93 109 421
93 110 403
93 111 590
93 112 268
93 113 485
93 114 164
93 115 300
93 116 267
93 117 231
93 118 91
93 119 518
93 120 167
93 121 187
93 122 118
93 123 588
93 124 454
93 125 315
93 126 155
93 127 346
93 128 292
93 129 418
93 130 183
94 95 131
94 96 550
94 97 255
94 98 96
94 99 305
94 100 146
94 101 253
94 102 573
94 103 118
94 104 183
94 105 457
94 106 289
94 107 194
94 108 453
94 109 416
94 110 73
94 111 248
94 112 458
94 113 89
94 114 473
94 115 524
94 116 134
94 117 445
94 118 340
94 119 123
94 120 382
94 121 557
94 122 485
94 123 249
94 124 343
94 125 635
94 126 496
94 127 224
94 128 431
94 129 334
94 130 357
95 96 425
95 97 322
95 98 207
95 99 219
95 100 77
95 101 304
95 102 442
95 103 129
95 104 201
95 105 407
95 106 157
95 107 227
95 108 358
95 109 421
95 110 169
95 111 315
95 112 402
95 113 221
95 114 383
95 115 463
95 116 28
95 117 379
95 118 239
95 119 239
95 120 251
95 121 453
95 122 356
95 123 314
95 124 380
95 125 550
95 126 399
95 127 241
95 128 387
95 129 359
95 130 287
96 97 621
96 98 599
96 99 446
96 100 412
96 101 695
96 102 172
96 103 536
96 104 493
96 105 392
96 106 282
96 107 522
96 108 218
96 109 553
96 110 560
96 111 718
96 112 369
96 113 638
96 114 238
96 115 374
96 116 416
96 117 333
96 118 245
96 119 664
96 120 224
96 121 175
96 122 77
96 123 715
96 124 601
96 125 319
96 126 204
96 127 502
96 128 407
96 129 565
96 130 319
97 98 171
97 99 539
97 100 264
97 101 494
97 102 706
97 103 373
97 104 136
97 105 347
97 106 444
97 107 105
97 108 442
97 109 214
97 110 182
97 111 477
97 112 361
97 113 244
97 114 446
97 115 421
97 116 301
97 117 370
97 118 375
97 119 322
97 120 533
97 121 551
97 122 579
97 123 481
97 124 108
97 125 567
97 126 482
97 127 118
97 128 314
97 129 122
97 130 319
98 99 400
98 100 188
98 101 323
98 102 643
98 103 213
98 104 148
98 105 436
98 106 360
98 107 142
98 108 469
98 109 359
98 110 40
98 111 308
98 112 442
98 113 79
98 114 484
98 115 508
98 116 199
98 117 437
98 118 368
98 119 155
98 120 455
98 121 578
98 122 540
98 123 311
98 124 270
98 125 635
98 126 512
98 127 178
98 128 406
98 129 269
98 130 358
99 100 291
99 101 284
99 102 375
99 103 200
99 104 421
99 105 587
99 106 197
99 107 446
99 108 485
99 109 634
99 110 369
99 111 319
99 112 576
99 113 377
99 114 515
99 115 628
99 116 244
99 117 546
99 118 376
99 119 349
99 120 222
99 121 549
99 122 369
99 123 314
99 124 599
99 125 677
99 126 515
99 127 460
99 128 575
99 129 577
99 130 460
100 101 367
100 102 459
100 103 194
100 104 133
100 105 334
100 106 182
100 107 162
100 108 308
100 109 344
100 110 148
100 111 373
100 112 331
100 113 228
100 114 329
100 115 394
100 116 49
100 117 312
100 118 193
100 119 269
100 120 275
100 121 411
100 122 352
100 123 373
100 124 309
100 125 493
100 126 350
100 127 170
100 128 313
100 129 286
100 130 221
101 102 654
101 103 174
101 104 437
101 105 700
101 106 413
101 107 446
101 108 662
101 109 669
101 110 319
101 111 40
101 112 698
101 113 252
101 114 687
101 115 761
101 116 327
101 117 679
101 118 542
101 119 178
101 120 480
101 121 753
101 122 619
101 123 34
101 124 591
101 125 854
101 126 701
101 127 477
101 128 676
101 129 585
101 130 588
102 103 523
102 104 571
102 105 541
102 106 284
102 107 601
102 108 369
102 109 682
102 110 603
102 111 685
102 112 519
102 113 662
102 114 394
102 115 536
102 116 444
102 117 482
102 118 350
102 119 669
102 120 191
102 121 347
102 122 147
102 123 681
102 124 710
102 125 492
102 126 366
102 127 591
102 128 550
102 129 675
102 130 444
103 104 285
103 105 529
103 106 255
103 107 302
103 108 488
103 109 518
103 110 191
103 111 187
103 112 526
103 113 178
103 114 512
103 115 589
103 116 153
103 117 506
103 118 368
103 119 152
103 120 335
103 121 581
103 122 463
103 123 186
103 124 455
103 125 679
103 126 527
103 127 327
103 128 507
103 129 443
103 130 414
104 105 288
104 106 309
104 107 30
104 108 334
104 109 234
104 110 126
104 111 431
104 112 294
104 113 222
104 114 345
104 115 360
104 116 177
104 117 290
104 118 249
104 119 291
104 120 398
104 121 445
104 122 447
104 123 433
104 124 178
104 125 489
104 126 377
104 127 42
104 128 258
104 129 159
104 130 216
105 106 401
105 107 297
105 108 174
105 109 182
105 110 413
105 111 702
105 112 23
105 113 510
105 114 155
105 115 74
105 116 379
105 117 59
105 118 222
105 119 575
105 120 444
105 121 251
105 122 393
105 123 702
105 124 272
105 125 223
105 126 193
105 127 261
105 128 32
105 129 238
105 130 127
106 107 339
106 108 287
106 109 479
106 110 320
106 111 436
106 112 387
106 113 379
106 114 317
106 115 435
106 116 160
106 117 354
106 118 181
106 119 391
106 120 94
106 121 355
106 122 208
106 123 433
106 124 473
106 125 479
106 126 318
106 127 338
106 128 393
106 129 443
106 130 274
107 108 357
107 109 222
107 110 129
107 111 438
107 112 305
107 113 220
107 114 366
107 115 371
107 116 203
107 117 305
107 118 277
107 119 293
107 120 428
107 121 468
107 122 477
107 123 440
107 124 155
107 125 505
107 126 399
107 127 36
107 128 266
107 129 141
107 130 237
108 109 338
108 110 435
108 111 674
108 112 151
108 113 528
108 114 30
108 115 169
108 116 337
108 117 114
108 118 120
108 119 577
108 120 301
108 121 110
108 122 223
108 123 673
108 124 400
108 125 194
108 126 43
108 127 329
108 128 189
108 129 363
108 130 122
109 110 351
109 111 661
109 112 204
109 113 438
109 114 328
109 115 246
109 116 393
109 117 231
109 118 334
109 119 513
109 120 549
109 121 430
109 122 538
109 123 663
109 124 111
109 125 399
109 126 367
109 127 192
109 128 155
109 129 92
109 130 238
110 111 309
110 112 417
110 113 97
110 114 451
110 115 483
110 116 159
110 117 409
110 118 331
110 119 165
110 120 415
110 121 543
110 122 501
110 123 311
110 124 272
110 125 605
110 126 478
110 127 162
110 128 384
110 129 266
110 130 327
111 112 702
111 113 233
111 114 698
111 115 766
111 116 337
111 117 685
111 118 555
111 119 156
111 120 507
111 121 768
111 122 643
111 123 6
111 124 578
111 125 864
111 126 715
111 127 470
111 128 677
111 129 575
111 130 594
112 113 515
112 114 132
112 115 65
112 116 375
112 117 37
112 118 207
112 119 578
112 120 427
112 121 228
112 122 372
112 123 702
112 124 291
112 125 206
112 126 169
112 127 270
112 128 50
112 129 256
112 130 117
113 114 546
113 115 581
113 116 223
113 117 506
113 118 420
113 119 77
113 120 471
113 121 635
113 122 574
113 123 236
113 124 347
113 125 702
113 126 572
113 127 256
113 128 481
113 129 348
113 130 423
114 115 141
114 116 361
114 117 98
114 118 146
114 119 597
114 120 332
114 121 106
114 122 249
114 123 697
114 124 397
114 125 167
114 126 39
114 127 336
114 128 174
114 129 360
114 130 128
115 116 437
115 117 84
115 118 253
115 119 644
115 120 465
115 121 213
115 122 391
115 123 766
115 124 343
115 125 153
115 126 170
115 127 335
115 128 106
115 129 310
115 130 175
116 117 353
116 118 218
116 119 250
116 120 255
116 121 435
116 122 351
116 123 336
116 124 354
116 125 527
116 126 378
116 127 215
116 128 359
116 129 333
116 130 261
117 118 173
117 119 566
117 120 391
117 121 199
117 122 334
117 123 684
117 124 308
117 125 200
117 126 137
117 127 271
117 128 76
117 129 272
117 130 91
118 119 462
118 120 223
118 121 217
118 122 209
118 123 553
118 124 362
118 125 313
118 126 160
118 127 257
118 128 219
118 129 327
118 130 101
119 120 479
119 121 680
119 122 595
119 123 160
119 124 425
119 125 758
119 126 619
119 127 327
119 128 547
119 129 424
119 130 480
120 121 340
120 122 146
120 123 503
120 124 554
120 125 479
120 126 321
120 127 424
120 128 443
120 129 523
120 130 324
121 122 219
121 123 767
121 124 503
121 125 146
121 126 69
121 127 439
121 128 275
121 129 466
121 130 232
122 123 640
122 124 572
122 125 364
122 126 224
122 127 462
122 128 403
122 129 537
122 130 299
123 124 580
123 125 864
123 126 713
123 127 472
123 128 678
123 129 577
123 130 594
124 125 495
124 126 436
124 127 139
124 128 241
124 129 37
124 130 283
125 126 161
125 127 471
125 128 255
125 129 461
125 130 278
126 127 370
126 128 213
126 129 399
126 130 163
127 128 230
127 129 118
127 130 207
128 129 206
128 130 119
129 130 246
